file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710318_1.fastq.gz	FASTQ	DNA	5349610	602063162	1	112.5	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710318_2.fastq.gz	FASTQ	DNA	5349610	603708936	2	112.9	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710319_1.fastq.gz	FASTQ	DNA	8049550	952421391	1	118.3	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710319_2.fastq.gz	FASTQ	DNA	8049550	949118380	1	117.9	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710320_1.fastq.gz	FASTQ	DNA	7891074	952831830	1	120.7	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710320_2.fastq.gz	FASTQ	DNA	7891074	945157351	1	119.8	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710346_1.fastq.gz	FASTQ	DNA	1984196	252042763	3	127.0	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710346_2.fastq.gz	FASTQ	DNA	1984196	252021427	3	127.0	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710347_1.fastq.gz	FASTQ	DNA	2480247	319710466	3	128.9	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710347_2.fastq.gz	FASTQ	DNA	2480247	319860157	3	129.0	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710348_1.fastq.gz	FASTQ	DNA	2762499	362959536	3	131.4	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710348_2.fastq.gz	FASTQ	DNA	2762499	363136546	3	131.5	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710349_1.fastq.gz	FASTQ	DNA	3869344	497545830	2	128.6	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710349_2.fastq.gz	FASTQ	DNA	3869344	497891931	2	128.7	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710350_1.fastq.gz	FASTQ	DNA	6404732	702845623	1	109.7	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710350_2.fastq.gz	FASTQ	DNA	6404732	704469225	1	110.0	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710352_1.fastq.gz	FASTQ	DNA	11471588	1292629759	1	112.7	151
/work3/josne/github/27221-Microbiome-Engineering_2027/Module2_MetaG/raw_reads/SRR29710352_2.fastq.gz	FASTQ	DNA	11471588	1296472216	1	113.0	151
